,ox_state,tot_lig_charge,misc-dent-ax,misc-dent-eq,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-chi-0-ax,f-chi-1-ax,f-chi-2-ax,f-chi-3-ax,f-Z-0-ax,f-Z-1-ax,f-Z-2-ax,f-Z-3-ax,f-I-0-ax,f-I-1-ax,f-I-2-ax,f-I-3-ax,f-T-0-ax,f-T-1-ax,f-T-2-ax,f-T-3-ax,f-S-0-ax,f-S-1-ax,f-S-2-ax,f-S-3-ax,f-chi-0-eq,f-chi-1-eq,f-chi-2-eq,f-chi-3-eq,f-Z-0-eq,f-Z-1-eq,f-Z-2-eq,f-Z-3-eq,f-I-0-eq,f-I-1-eq,f-I-2-eq,f-I-3-eq,f-T-0-eq,f-T-1-eq,f-T-2-eq,f-T-3-eq,f-S-0-eq,f-S-1-eq,f-S-2-eq,f-S-3-eq,lc-chi-0-ax,lc-chi-1-ax,lc-chi-2-ax,lc-chi-3-ax,lc-Z-0-ax,lc-Z-1-ax,lc-Z-2-ax,lc-Z-3-ax,lc-I-1-ax,lc-I-2-ax,lc-I-3-ax,lc-T-0-ax,lc-T-1-ax,lc-T-2-ax,lc-T-3-ax,lc-S-0-ax,lc-S-1-ax,lc-S-2-ax,lc-S-3-ax,lc-chi-0-eq,lc-chi-1-eq,lc-chi-2-eq,lc-chi-3-eq,lc-Z-0-eq,lc-Z-1-eq,lc-Z-2-eq,lc-Z-3-eq,lc-I-1-eq,lc-I-2-eq,lc-I-3-eq,lc-T-0-eq,lc-T-1-eq,lc-T-2-eq,lc-T-3-eq,lc-S-0-eq,lc-S-1-eq,lc-S-2-eq,lc-S-3-eq,D_lc-chi-1-ax,D_lc-chi-2-ax,D_lc-chi-3-ax,D_lc-Z-1-ax,D_lc-Z-2-ax,D_lc-Z-3-ax,D_lc-T-1-ax,D_lc-T-2-ax,D_lc-T-3-ax,D_lc-S-1-ax,D_lc-S-2-ax,D_lc-S-3-ax,D_lc-chi-1-eq,D_lc-chi-2-eq,D_lc-chi-3-eq,D_lc-Z-1-eq,D_lc-Z-2-eq,D_lc-Z-3-eq,D_lc-T-1-eq,D_lc-T-2-eq,D_lc-T-3-eq,D_lc-S-1-eq,D_lc-S-2-eq,D_lc-S-3-eq,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-2-all,mc-I-3-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all
co_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_misc-C-4-0_misc-C-4-0_4,2,0,1.0,1.0,150.41200000000003,257.03999999999996,434.0193999999999,592.416,1377.0,2736.0,3804.0,3480.0,21.0,40.0,70.0,76.0,110.0,256.0,284.0,280.0,10.408800000000003,24.178000000000004,36.269800000000004,41.333600000000004,36.766600000000004,64.668,82.173,33.660000000000004,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6721999999999997,1.7094,18.3361,17.543999999999997,0.0,0.0,100.0,96.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1258,1.1242,0.0,0.0,6.5024999999999995,7.752,6.5024999999999995,16.830000000000002,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,6.5024999999999995,8.771999999999998,0.0,0.0,36.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5621,0.0,0.0,-0.4900000000000002,0.0,1.049999999999999,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.020000000000000018,0.0,1.2000000000000002,-0.8900000000000001,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,3.5343999999999998,28.764,37.2992,9.588,729.0,972.0,1242.0,324.0,6.0,2.0,72.0,48.0,48.0,1.5876000000000001,5.8212,5.5692,1.9404000000000001,-4.02,-8.56,-1.3399999999999999,126.0,116.0,42.0,24.0,28.0,4.0,2.9400000000000004,3.1399999999999997,0.98
co_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_4,2,0,1.0,1.0,168.8425,304.16400000000004,514.6884,625.4639999999999,1401.0,2844.0,3870.0,3780.0,25.0,48.0,84.0,84.0,132.0,300.0,330.0,360.0,11.442000000000004,27.073200000000007,39.9924,45.1374,36.766600000000004,64.668,82.173,33.660000000000004,124.0,204.0,120.0,36.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0194,3.6721999999999997,1.7094,22.943725,29.325,20.54325,8.415000000000001,106.0,123.0,30.0,9.0,3.0,4.0,3.5,1.5,7.5,12.5,6.5,1.5,1.3840999999999999,1.848,0.9180499999999999,0.42735,6.5024999999999995,7.752,6.5024999999999995,16.830000000000002,36.0,42.0,36.0,18.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5929,0.5775,0.5929,0.8547,6.5024999999999995,8.517,1.6256249999999999,4.2075000000000005,36.0,46.5,9.0,4.5,1.0,0.25,0.75,1.0,1.25,1.0,0.75,0.5929,0.5659500000000001,0.148225,0.213675,-0.4900000000000002,0.0,1.049999999999999,-1.0,0.0,15.0,-1.0,-3.0,0.0,0.020000000000000018,0.0,1.2000000000000002,-0.7900000000000001,0.0,0.26249999999999973,-1.75,0.0,3.75,-0.25,-0.75,0.0,0.03500000000000003,0.0,0.30000000000000004,3.5343999999999998,28.764,36.5472,14.381999999999998,729.0,972.0,1215.0,486.0,6.0,3.0,72.0,54.0,72.0,1.5876000000000001,5.8212,5.5944,2.9106,-4.02,-8.16,-2.01,126.0,117.0,63.0,24.0,27.0,6.0,2.9400000000000004,3.12,1.47
co_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_ammonia-N-0-0_ammonia-N-0-0_4,2,-4,1.0,1.0,191.09640000000005,355.75039999999984,613.4208000000001,890.3616000000002,1493.0,3400.0,3954.0,4084.0,25.0,48.0,78.0,116.0,126.0,320.0,436.0,480.0,10.716400000000004,25.622799999999994,37.821000000000005,48.5444,23.7616,40.12800000000001,29.040000000000006,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732000000000001,1.6649999999999996,0.8213999999999999,0.0,35.0097,50.22399999999999,34.8872,15.136000000000001,165.0,208.0,140.0,16.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,1.7955999999999999,2.7886000000000006,1.6355999999999997,0.5402,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8324999999999999,0.0,0.0,11.833599999999999,8.771999999999998,11.833599999999999,7.5680000000000005,64.0,48.0,64.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5328999999999999,0.5621,0.5328999999999999,0.2701,2.5199999999999996,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.1400000000000001,0.0,0.0,0.8900000000000001,0.0,1.2399999999999998,2.0,0.0,7.0,-1.0,-1.0,0.0,-0.040000000000000036,0.0,0.36,3.5343999999999998,37.2992,43.992000000000004,25.868799999999997,729.0,1242.0,810.0,864.0,10.0,4.0,96.0,84.0,48.0,1.5876000000000001,5.5692,6.677999999999999,3.6792,-8.56,-4.600000000000001,-6.24,116.0,240.0,76.0,20.0,46.0,16.0,3.1399999999999997,7.299999999999999,2.12
co_2_carboxyl-O-1-d1_carboxyl-O-1-d1_carboxyl-O-1-d1_pyridine-N-3-0_carboxyl-O-1-d1_pyridine-N-3-0_4,2,-4,1.0,1.0,275.4813999999999,553.7504000000001,943.1408000000002,1254.4936,1857.0,4348.0,6074.0,7720.0,39.0,80.0,126.0,180.0,206.0,524.0,786.0,1004.0,17.193000000000005,42.09720000000001,63.78859999999999,86.9284,65.95410000000001,139.12800000000001,199.54,196.746,234.0,516.0,580.0,360.0,11.0,22.0,32.0,34.0,54.0,126.0,152.0,112.0,4.211499999999999,9.9022,12.721600000000002,10.290199999999999,35.0097,50.22399999999999,34.8872,15.136000000000001,165.0,208.0,140.0,16.0,4.0,6.0,4.0,2.0,10.0,16.0,8.0,2.0,1.7955999999999999,2.7886000000000006,1.6355999999999997,0.5402,9.2416,15.504,28.880000000000003,21.128,49.0,84.0,98.0,56.0,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1324999999999998,11.833599999999999,8.771999999999998,11.833599999999999,7.5680000000000005,64.0,48.0,64.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5328999999999999,0.5621,0.5328999999999999,0.2701,0.9800000000000004,2.66,2.17,2.0,14.0,13.0,-2.0,0.0,1.0,-0.040000000000000036,0.72,0.74,0.8900000000000001,0.0,1.2399999999999998,2.0,0.0,7.0,-1.0,-1.0,0.0,-0.040000000000000036,0.0,0.36,3.5343999999999998,37.2992,38.352,61.58879999999999,729.0,1242.0,1296.0,1620.0,8.0,12.0,84.0,120.0,144.0,1.5876000000000001,5.5692,7.7616000000000005,9.424800000000001,-8.56,-5.359999999999999,-10.200000000000001,116.0,168.0,264.0,22.0,28.0,48.0,3.1399999999999997,3.920000000000001,7.640000000000001
co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_SH2-S-0-0_cs-C-0-0_SH2-S-0-0_4,2,0,1.0,1.0,88.84280000000003,155.7936,287.858,489.3264,2413.0,3920.0,6156.0,6720.0,15.0,28.0,50.0,80.0,78.0,208.0,262.0,184.0,10.749200000000002,22.204800000000002,36.32079999999999,47.632000000000005,16.3364,22.704000000000004,9.680000000000001,0.0,258.0,64.0,2.0,0.0,3.0,4.0,2.0,0.0,6.0,8.0,2.0,0.0,1.3142,1.5096,0.2738,0.0,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,6.6564000000000005,11.352000000000002,0.0,0.0,256.0,32.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0404,0.7548,0.0,0.0,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.7599999999999998,0.0,0.0,30.0,0.0,0.0,2.0,0.0,0.0,1.3,0.0,0.0,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,3.5343999999999998,28.8768,35.9456,0.0,729.0,1512.0,1836.0,0.0,8.0,0.0,84.0,48.0,0.0,1.5876000000000001,6.4512,7.005599999999999,0.0,-4.08,-4.080000000000002,0.0,106.0,148.0,0.0,22.0,40.0,0.0,2.4400000000000004,4.5200000000000005,0.0
co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_acetonitrile-N-1-0_4,2,0,1.0,1.0,106.0955,187.32940000000002,343.8660000000001,456.3329999999999,2313.0,3150.0,5910.0,5686.0,17.0,32.0,56.0,68.0,88.0,212.0,238.0,200.0,11.913100000000004,23.496199999999998,36.11120000000001,48.60040000000001,24.96275,37.6635,39.10200000000001,20.064000000000004,208.0,192.0,63.0,21.0,4.0,6.0,7.0,3.0,13.0,23.0,13.0,3.0,1.89615,2.8105,1.8429,0.8324999999999998,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,7.87205,7.1655,3.876,10.032,42.5,69.0,21.0,10.5,1.0,0.5,1.5,1.0,1.5,2.0,1.5,0.5777,0.68145,0.28875,0.41624999999999995,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.22999999999999998,0.2450000000000001,1.2599999999999998,-4.5,0.5,9.0,-0.5,-1.5,0.0,-0.135,-0.010000000000000009,0.5700000000000001,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,3.5343999999999998,29.6852,29.046,4.794,729.0,999.0,2322.0,162.0,6.0,1.0,72.0,42.0,24.0,1.5876000000000001,5.796,7.3962,0.9702000000000001,-4.51,-4.170000000000001,-0.6699999999999999,125.0,76.0,21.0,24.0,29.0,2.0,2.96,1.69,0.49
co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_furan-O-0-0_4,2,0,1.0,1.0,126.5325,245.64740000000006,457.14500000000004,644.3139999999999,2401.0,3468.0,6680.0,6706.0,20.0,40.0,70.0,100.0,110.0,290.0,410.0,380.0,13.206200000000004,27.480600000000003,44.5168,61.7862,35.181250000000006,66.0705,85.8475,63.316,252.0,324.0,256.0,55.0,5.5,10.0,13.0,11.0,23.0,52.0,61.0,25.0,2.5426999999999995,4.8279000000000005,5.1525,2.6603,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,9.16805,12.061499999999999,16.34,7.5680000000000005,50.0,96.0,56.0,8.0,1.5,2.0,1.0,2.5,6.5,8.0,2.0,0.5629,0.9548000000000001,0.8322,0.2701,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.875,2.13,1.2399999999999998,-3.0,9.0,7.0,-1.0,0.0,1.0,-0.16500000000000004,0.31999999999999995,0.36,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,3.5343999999999998,30.437199999999997,33.839999999999996,17.86,729.0,1026.0,2484.0,378.0,7.0,4.0,78.0,66.0,48.0,1.5876000000000001,5.7707999999999995,8.3664,2.8728000000000002,-4.91,-4.840000000000001,-1.9800000000000004,124.0,97.0,94.0,23.0,31.0,16.0,2.9800000000000004,2.1799999999999997,2.76
co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_hydroxyl-O-0-d1_4,2,-1,1.0,1.0,86.0025,141.8004,274.54600000000005,408.0119999999999,2254.0,3028.0,5574.0,5180.0,13.0,24.0,42.0,60.0,66.0,168.0,192.0,120.0,10.423900000000001,19.935799999999997,31.263399999999997,41.711,14.91625,14.147,0.0,0.0,178.5,104.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1515499999999999,1.0554999999999999,0.0,0.0,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,9.16805,7.0735,0.0,0.0,50.0,52.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5629,0.5277499999999999,0.0,0.0,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.6049999999999998,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.05499999999999999,0.0,0.0,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,3.5343999999999998,30.437199999999997,28.387999999999998,0.0,729.0,1026.0,2187.0,0.0,6.0,0.0,72.0,36.0,0.0,1.5876000000000001,5.7707999999999995,6.8922,0.0,-4.91,-3.820000000000001,0.0,124.0,81.0,0.0,24.0,30.0,0.0,2.9800000000000004,2.09,0.0
co_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_formaldehyde-O-1-0_formaldehyde-O-1-0_4,2,0,1.0,1.0,112.2022,196.82080000000002,379.93240000000003,472.1152000000001,2101.0,3168.0,5500.0,5336.0,17.0,32.0,54.0,68.0,86.0,208.0,260.0,248.0,10.920000000000003,22.251599999999993,34.04499999999999,46.22760000000001,28.016099999999998,39.983999999999995,39.952000000000005,0.0,102.0,120.0,34.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.3996,2.2638,1.3542,0.0,13.1589,13.158,0.0,0.0,292.0,192.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.6333,1.5708,0.0,0.0,11.833599999999999,8.771999999999998,15.136000000000001,0.0,64.0,48.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5328999999999999,0.5621,0.5402,0.0,6.5024999999999995,6.579,0.0,0.0,36.0,96.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.7854,0.0,0.0,0.8900000000000001,2.4799999999999995,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.040000000000000036,0.72,0.0,-0.03000000000000025,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,3.5343999999999998,32.1104,28.9896,16.544,729.0,1080.0,2052.0,108.0,6.0,4.0,72.0,60.0,24.0,1.5876000000000001,5.7204,7.081200000000001,1.8648,-5.800000000000001,-4.140000000000001,-1.2800000000000011,122.0,86.0,104.0,24.0,26.0,20.0,3.0200000000000005,1.94,3.56
co_2_cs-C-0-0_cs-C-0-0_furan-O-0-0_furan-O-0-0_cs-C-0-0_furan-O-0-0_4,2,0,1.0,1.0,214.62189999999998,463.9902000000002,869.6280000000002,1170.3755999999996,2241.0,4212.0,7536.0,8502.0,34.0,72.0,126.0,180.0,198.0,534.0,852.0,960.0,16.84380000000001,40.307400000000015,67.14120000000003,90.86100000000002,35.181250000000006,66.0705,85.8475,63.316,252.0,324.0,256.0,55.0,5.5,10.0,13.0,11.0,23.0,52.0,61.0,25.0,2.5426999999999995,4.8279000000000005,5.1525,2.6603,35.181250000000006,66.07050000000001,85.8475,63.316,252.0,324.0,256.0,55.0,5.5,10.0,13.0,11.0,23.0,52.0,61.0,25.0,2.542699999999999,4.8279000000000005,5.1525,2.6603,9.16805,12.061499999999999,16.34,7.5680000000000005,50.0,96.0,56.0,8.0,1.5,2.0,1.0,2.5,6.5,8.0,2.0,0.5629,0.9548000000000001,0.8322,0.2701,9.16805,12.061499999999999,16.34,7.5680000000000005,50.0,96.0,56.0,8.0,1.5,2.0,1.0,2.5,6.5,8.0,2.0,0.5629,0.9548000000000001,0.8322,0.2701,0.875,2.13,1.2399999999999998,-3.0,9.0,7.0,-1.0,0.0,1.0,-0.16500000000000004,0.31999999999999995,0.36,0.875,2.13,1.2399999999999998,-3.0,9.0,7.0,-1.0,0.0,1.0,-0.16500000000000004,0.31999999999999995,0.36,3.5343999999999998,33.7836,43.31519999999999,53.58,729.0,1134.0,2268.0,1134.0,9.0,12.0,90.0,126.0,144.0,1.5876000000000001,5.67,9.676800000000002,8.618400000000001,-6.6899999999999995,-6.12,-5.940000000000001,120.0,159.0,282.0,21.0,33.0,48.0,3.0600000000000005,3.66,8.28
co_2_cs-C-0-0_cs-C-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_phosphine-P-0-0_4,2,0,1.0,1.0,100.95940000000003,179.66520000000003,358.98300000000006,657.0396000000001,2289.0,4248.0,6282.0,6336.0,19.0,36.0,72.0,120.0,108.0,300.0,426.0,348.0,11.0904,25.606799999999996,43.5576,58.3902,16.2375,21.033,14.520000000000003,0.0,260.0,141.0,3.0,0.0,3.0,4.0,3.0,0.0,7.0,10.0,3.0,0.0,1.5838,1.9619999999999997,0.41069999999999995,0.0,16.2375,21.033,14.520000000000003,0.0,260.0,141.0,3.0,0.0,3.0,4.0,3.0,0.0,7.0,10.0,3.0,0.0,1.5838,1.9619999999999997,0.41069999999999995,0.0,5.6493,10.5165,0.0,0.0,130.5,70.5,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.8582500000000001,0.9810000000000001,0.0,0.0,5.649299999999999,10.5165,0.0,0.0,130.5,70.5,0.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.8582500000000001,0.981,0.0,0.0,-0.03000000000000047,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.9100000000000001,0.0,0.0,-0.03000000000000047,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.9100000000000001,0.0,0.0,3.5343999999999998,26.7336,51.775200000000005,0.0,729.0,1701.0,1539.0,0.0,12.0,0.0,108.0,72.0,0.0,1.5876000000000001,6.917400000000001,8.051400000000001,0.0,-2.94,-4.980000000000003,0.0,99.0,267.0,0.0,18.0,60.0,0.0,2.07,8.729999999999999,0.0
co_2_cs-C-0-0_cs-C-0-0_water-O-0-0_water-O-0-0_cs-C-0-0_water-O-0-0_4,2,0,1.0,1.0,107.55190000000002,197.85720000000003,375.68699999999995,622.2936,1803.0,2940.0,4386.0,3864.0,16.0,30.0,54.0,90.0,84.0,228.0,300.0,222.0,8.9076,19.293599999999998,30.999600000000004,39.566399999999994,17.33625,21.715,4.840000000000001,0.0,179.0,112.0,1.0,0.0,2.5,3.0,1.0,0.0,4.0,5.0,1.0,0.0,1.22,1.3256000000000001,0.1369,0.0,17.33625,21.715,4.840000000000001,0.0,179.0,112.0,1.0,0.0,2.5,3.0,1.0,0.0,4.0,5.0,1.0,0.0,1.22,1.3256,0.1369,0.0,9.16805,10.8575,0.0,0.0,50.0,56.0,0.0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.6628000000000001,0.0,0.0,9.16805,10.8575,0.0,0.0,50.0,56.0,0.0,0.0,1.5,0.0,0.0,2.5,2.5,0.0,0.0,0.5629,0.6628,0.0,0.0,1.2249999999999996,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.235,0.0,0.0,1.2249999999999996,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.235,0.0,0.0,3.5343999999999998,33.7836,39.367200000000004,0.0,729.0,1134.0,1458.0,0.0,9.0,0.0,90.0,54.0,0.0,1.5876000000000001,5.67,6.652800000000001,0.0,-6.6899999999999995,-4.020000000000002,0.0,120.0,189.0,0.0,21.0,45.0,0.0,3.0600000000000005,6.06,0.0
co_2_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_cyanide-C-0-d1_ammonia-N-0-0_ammonia-N-0-0_4,2,-4,1.0,1.0,114.03400000000002,203.48479999999995,373.9788000000002,683.4496,1173.0,2472.0,3050.0,2164.0,17.0,32.0,62.0,100.0,94.0,256.0,340.0,256.0,8.155600000000002,19.491600000000002,32.27699999999999,39.865199999999994,23.7616,40.12800000000001,29.040000000000006,0.0,52.0,42.0,6.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,0.9732000000000001,1.6649999999999996,0.8213999999999999,0.0,15.7441,15.504,0.0,0.0,85.0,84.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.1554,1.155,0.0,0.0,9.2416,20.064,0.0,0.0,49.0,21.0,0.0,0.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,0.5625,0.8324999999999999,0.0,0.0,6.5024999999999995,7.752,0.0,0.0,36.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5929,0.5775,0.0,0.0,2.5199999999999996,0.0,0.0,18.0,0.0,0.0,6.0,0.0,0.0,1.1400000000000001,0.0,0.0,-0.4900000000000002,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,3.5343999999999998,30.606399999999997,47.67680000000001,0.0,729.0,1026.0,918.0,0.0,10.0,0.0,96.0,60.0,0.0,1.5876000000000001,5.7708,6.577199999999999,0.0,-5.0,-6.560000000000002,0.0,124.0,236.0,0.0,20.0,50.0,0.0,2.9799999999999995,7.379999999999999,0.0
co_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_4,2,0,1.0,1.0,189.13200000000003,358.8724000000001,701.552,671.5279999999998,1385.0,3348.0,4094.0,3924.0,29.0,56.0,94.0,92.0,150.0,336.0,420.0,536.0,11.504000000000001,28.294000000000008,40.7106,48.704000000000015,36.766600000000004,62.169,78.20400000000002,40.12800000000001,124.0,192.0,126.0,42.0,6.0,10.0,14.0,6.0,24.0,44.0,26.0,6.0,2.159,4.0502,3.6858,1.6649999999999996,28.016099999999998,39.983999999999995,39.952000000000005,0.0,102.0,120.0,34.0,0.0,4.0,6.0,6.0,0.0,12.0,18.0,6.0,0.0,1.3996,2.2638,1.3542,0.0,9.2416,7.752,7.752,20.064,49.0,42.0,42.0,21.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,0.5625,0.5775,0.5775,0.8324999999999999,11.833599999999999,8.771999999999998,15.136000000000001,0.0,64.0,48.0,16.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.5328999999999999,0.5621,0.5402,0.0,0.4900000000000002,0.4900000000000002,2.5199999999999996,1.0,1.0,18.0,-1.0,-3.0,0.0,-0.020000000000000018,-0.020000000000000018,1.1400000000000001,0.8900000000000001,2.4799999999999995,0.0,2.0,14.0,0.0,-2.0,0.0,0.0,-0.040000000000000036,0.72,0.0,3.5343999999999998,37.2992,28.764,42.676,729.0,1242.0,972.0,540.0,6.0,10.0,72.0,96.0,96.0,1.5876000000000001,5.5692,5.8212,5.67,-8.56,-4.02,-3.900000000000002,116.0,126.0,250.0,24.0,20.0,44.0,3.1399999999999997,2.9400000000000004,8.1
