,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
cr/2/cr_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_imidazole-N-2-0_imidazole-N-2-0_5,,-59.98489989172094,-86.74933204236129,-62.53022105099046,-64.84404093891796,-66.94822708489889,-68.90412844719188,-70.73540539507826,-72.3901448175126,-73.95678788242532,-57.17071018073673,-75.43071034597774,-76.82917972005488,-78.13270016167967,-79.38317795433187,-80.57314687370909,-81.71268066869203,-82.7999466191798,-83.84794761485202,-84.84953843410709,-85.82030152811099,-62.71804102385778,-67.03207997266635,-90.76703793910858,-68.94653459095055,-70.75667821973798,-72.43699452238175,-74.0625283094658,-75.54113308836259,-76.9682108205514,-78.33795788476995,-64.96615660144217,-79.65273770489411,-80.92359041683174,-82.13632823265728,-83.31756203006213,-84.46392176722313,-85.57936057434347,-86.6643879042984,-87.72438521450663,-88.75972761469525,-89.77363353366974
mn/3/mn_3_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_pyridine-N-3-0_pyridine-N-3-0_5,,-73.7292035814271,-109.7056025189534,-77.34932995398765,-80.44140171357469,-83.27643010961083,-85.92240114876921,-88.39656893424517,-90.71088487178005,-92.87598214487733,-68.68688226789837,-94.90241765555312,-96.74434145259755,-98.55634948778702,-100.238666594559,-101.87467814374021,-103.34222017153249,-104.71892893488376,-106.06248172519548,-107.33310007027934,-108.54545930171545,-75.97798242159077,-81.92778018779572,-113.93392287992172,-84.46222140631856,-86.87785922369987,-89.16502719231363,-91.35450336741717,-93.44732351114668,-95.44758206914959,-97.3600552763817,-79.20687674544253,-99.14550399379998,-100.91888908571073,-102.60239436549776,-104.27057006444498,-105.78729509016789,-107.26466016009947,-108.69035606559468,-110.06657972581625,-111.39686958293407,-112.68481105761474
mn/2/mn_2_water-O-0-0_water-O-0-0_water-O-0-0_water-O-0-0_misc-C-4-0_misc-C-4-0_6,,,-108.78028342992744,,,,-74.37500632047941,-79.75060448724054,-83.45238460418248,-86.28671383303274,,-88.74851863955993,-91.52198009217621,-93.97965389469407,-96.32244647134513,-98.49487923551871,-98.19445874891473,-100.5058058317994,-102.68200224671524,-104.76771480871211,-106.8104380683722,,,-112.29445107154135,,-76.18374244947971,-76.38967873119712,,-82.14288056868072,-84.920100909556,-87.13704324364981,,-90.31478030174438,-92.94777836002896,-95.52687447776269,-98.03242270021948,-100.4183562277521,-99.4581795911542,-102.99806114319985,-105.40279149990363,-107.76026515895566,-109.98521159274553
cr/2/cr_2_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_thiocyanate-S-0-d1_cs-C-0-0_cs-C-0-0_5,,-47.62812050450929,-87.59857097971292,-52.8741052841961,-57.5160387038302,-61.527717023750036,-64.94661100143703,-67.8445255277838,-70.3403983316707,-72.53430252642895,-41.86023726473833,-74.41738540145082,-76.29234080764319,-77.84067426387121,-79.34697755669507,-80.70996387363441,-82.00836738646997,-83.23535871303235,-84.40061419374065,-85.51187215293207,-86.57589765820677,-48.61713999448377,-58.376239470273596,-91.71039061239776,-62.38340462540215,-65.78446369181002,-68.7252176527257,-71.25790779379948,-73.42460911760278,-75.46575693912371,-77.24414897626588,-53.75676378610095,-78.96168103814992,-80.50217606814705,-81.98344884156226,-83.35644540123242,-84.67661464739898,-85.96228819755738,-87.1718789132477,-88.3540687625817,-89.50649594822444,-90.61937741554627
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_4,,,-53.738383028521596,,,,,,,,,,,-41.766708338460596,-43.535407283239024,-44.918861723397214,-46.38560824883625,-48.05634603294376,-49.61347550312889,-51.085539599739846,-52.442271170584185,,,-57.28418383362204,,-13.816093167982139,,-26.565979773439743,-31.07193274882377,,,,,-40.80755866983435,-42.25561056095457,-45.07865461821886,-47.06399871787289,-48.13416093288048,-50.10729535692188,-52.00022287625857,-53.816871205393184,-55.59180473315177
mn/2/mn_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_carbonyl-C-0-0_6,-53.444369477738945,-61.9079003258716,-109.96117389165398,-65.92330878479706,-69.72837182848794,-73.0816281683147,-76.31108066450787,-79.39785870800036,-82.33784012861214,-85.17728709410027,-57.87401055675005,-87.88059933079849,-90.4892187954062,-93.08119388551326,-95.43974320246855,-97.70262991888796,-99.88522011276395,-101.99039981713807,-104.01178308199115,-105.9656873188493,-107.8404435151564,,-70.05296891550104,-107.900160128031,-72.70848869693869,-75.94387465872995,-78.36564974657273,-81.32441473391202,-83.71407388166277,-86.04219889346663,-88.30602020174801,-66.3153449219976,-90.14757821285447,-92.24581470744305,-94.18787926922234,-96.04092673689304,-97.85316960521133,-99.69955575633439,-101.44451001879904,-103.12250615585062,-104.74790805272433,-106.30582010339387
co/3/co_3_carbonyl-C-0-0_carbonyl-C-0-0_chloride-Cl-0-d1_chloride-Cl-0-d1_carbonyl-C-0-0_chloride-Cl-0-d1_5,-13.960565299527893,-19.24607066833454,-76.13126788761419,-22.05614729822084,-24.976662029318593,-28.002359103861775,-31.115961855678957,-34.308693051653464,-37.551951346347806,-40.828339944983206,-16.55487809376126,-44.120881299409064,-47.41763760804398,-50.71021263785932,-53.992580268209785,-57.25960529312272,-60.50576611269944,-63.72432592319911,-66.90700723050674,-70.04416053041616,-73.12529000665414,-15.394688245022058,-20.578508681489122,-81.76198900429867,-23.366841636222112,-26.058377753358293,-29.285589648348363,-32.39889150036901,-35.584830415001676,-38.835683655878285,-42.14686427488732,-17.924329808682806,-45.515070991224086,-48.938322759665496,-52.41518877922705,-55.94420695798669,-59.52334166343747,-63.149509155776094,-66.81818294113651,-70.52316179232702,-74.25663174201172,-78.00124764607594
co/2/co_2_furan-O-0-0_furan-O-0-0_furan-O-0-0_acetonitrile-N-1-0_furan-O-0-0_acetonitrile-N-1-0_4,,,-55.5249780370958,,,-35.237001798074544,-35.49045724236375,-37.07913853957281,,,,,,,,,,,,-53.01676523314558,-54.21045641892772,,,-58.845815858129875,,,,,,,,,,,-46.186936878447106,-47.96800220949217,,,,,-55.844062510278086,-57.23222937105547
co/2/co_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_formaldehyde-O-1-0_acetonitrile-N-1-0_4,-9.91880051385344,-20.627290718393056,-54.28346740246514,-24.055207004111544,-27.17635266963781,-30.024978061836133,-32.57391160097452,-34.881497976870634,-36.953247196181444,-38.9439616388433,-16.815962527163386,-40.75535368315555,-42.49316256992526,-44.00415886132835,-45.42066540647679,-46.846488353949006,-48.21651867855589,-49.5355950444618,-50.6940515110903,-51.96062842677182,-53.18264156477546,-16.936777263429487,-23.07362770750694,-57.88731646458172,-25.8956818143026,-28.63011352161944,-31.07721355103953,-33.38225614478372,-35.60942522033944,-37.672686360992536,-39.64938947002129,-20.189583037408344,-41.546573719700994,-43.373190502305995,-45.115246460619254,-46.74742814443234,-48.561799052613964,-50.19619733359589,-51.78973555702877,-53.35364783723652,-54.88850498392741,-56.399571496240775
mn/3/mn_3_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_pyridine-N-3-0_formaldehyde-O-1-0_pyridine-N-3-0_5,,,-106.36608880862849,,,-76.25984196683578,-79.56585333893902,-82.60866758476106,-85.42606034517836,-88.01860618606725,-59.508504947894515,,,,-96.48555073395072,-98.28102295939705,-99.80161335017159,-101.28112488368131,-102.65539059413402,-103.93273481060629,-105.17805556339958,,,,,,,,,,,,,,,,,,,,,
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_5,-16.268683792292105,-24.240975649208174,-70.38211644748054,-28.306421407871607,-32.035351608237875,-35.631720319116155,-39.029310824402934,-42.33292742205289,-45.2417391062246,-48.073319251071204,-19.626900571691916,-50.68411822742952,-53.140472429715444,-55.478524848944325,-57.63035622982736,-59.70985804309029,-61.69526613571504,-63.5779676294105,-65.38449991046916,-67.11702987353519,-68.78073608359632,-11.925202035068347,-20.622802354926442,-77.60292448578807,-24.47596089528665,-28.278341667567535,-31.99209687554014,-35.571900740494414,-39.089291327561085,-42.47428283096985,-45.765174112998565,-16.26956261263428,-48.96370316514661,-52.079997677242524,-55.12686097866096,-58.1130815693107,-61.03651720234961,-63.90807264410445,-66.7292500533365,-69.50596197276322,-72.2414762249573,-74.93940752515793
fe/2/a_f/fe_2_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_acetonitrile-N-1-0_ome2-O-0-0_5,-22.52051054025879,-30.641767354331137,-72.84240127178232,-34.393480632014274,-37.87997202619016,-41.17442503788898,-44.23194596016135,-47.12727945713991,-49.75522310130861,-52.211999012006686,-26.62374778744362,-54.621548246432596,-56.7926536155336,-58.96676556276367,-60.942735995866165,-62.86644801584259,-64.68964135243506,-66.4592055136811,-68.13537959617449,-69.76365977020053,-71.32664456082297,-18.868740107386326,-26.659726793742784,-80.85144970773345,-30.33001903439852,-33.84812383044489,-37.2898023247948,-40.633213494962554,-43.89587488727096,-47.065420496406404,-50.163426964325886,-22.960516735007875,-53.18694059431374,-56.15193730662958,-59.06393566581843,-61.91939108994646,-64.73352876103819,-67.50217040452364,-70.23571292386943,-72.93286467551499,-75.60023412883757,-78.23832787000539
fe/2/other/fe_2_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_carbonyl-C-0-0_furan-O-0-0_5,,-27.721284286277854,-73.7730896213103,-32.17284926017699,-36.18074422680763,-39.87707228104328,-43.29556855749133,-46.46481594320343,-49.409960704237314,-52.154198121901246,-22.62513610248332,-54.7187022841142,-57.12257403295758,-59.385333308469455,-61.517974255685296,-63.53301684343072,-65.44516501528196,-67.25808351145746,-69.00783766677282,-70.65582197118631,-72.25408209968407,-17.68409598416162,-25.8440695046052,-81.98597548197046,-29.709199224593203,-33.49119049350916,-37.10197283552169,-40.631759125970895,-44.056165310140095,-47.392416978247745,-50.62971302655856,-21.861654156744383,-53.77342585009014,-56.84270852628664,-59.84433739439143,-62.78361287355979,-65.6652995398734,-68.49338359767553,-71.27320232068504,-74.00864066877782,-76.70370312719021,-79.3617896883562
mn/2/mn_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_phosphine-P-0-0_thiocyanate-S-0-d1_6,-42.528024653120816,-53.88382009062705,-110.34182674974232,-58.91290592026664,-63.568904388192756,-68.01538054791973,-71.98702885323885,-76.09502270902311,-79.6437650971044,-82.93970151212095,-48.345752479634,-86.09577984273099,-89.26183822290672,-92.05609713190039,-94.69499882331054,-97.13440647018427,-99.5835392753918,-101.9204340703269,-104.17308845925781,-106.25303945834541,-108.4070369748202,-52.78266102207315,-61.43746076685158,-114.00459808064863,-66.2023819680035,-70.51772689447847,-75.4808360529229,-78.35813153245817,-81.80267897646166,-84.61343107254983,-87.44471885522755,-57.35549966246994,-90.2056415459074,-92.80035518345727,-95.41624171612943,-97.89439889981868,-100.23644946163043,-102.80664828855156,-105.13067706437155,-107.36516123489389,-109.5077303170551,-111.87534567730157
fe/2/other/fe_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_carbonyl-C-0-0_carbonyl-C-0-0_5,,-15.260384505921795,-72.05500411803605,-21.142853649514233,-26.37845082669489,-31.21268234572804,-35.65528182324559,-39.72793793962568,-43.465445951202334,-46.90191109855648,-9.038281204032753,-50.03771111984825,-52.97477695431142,-55.68760797426007,-58.229208494521664,-60.56362643518315,-62.77640054316288,-64.8369431920507,-66.79449738472644,-68.63495178411188,-70.39027941627893,-5.541979150259661,-16.14534869834612,-80.00962071779533,-20.827455006222845,-25.389114410930123,-29.83105304627542,-34.04713206059663,-38.11726830297875,-42.01279629347599,-45.74676990954531,-11.295641788211512,-49.348349684840265,-52.84321493968788,-56.189264384047256,-59.43497835944751,-62.59255061452678,-65.66609708053923,-68.66160828998564,-71.58744895010739,-74.45053163293709,-77.25594225597726
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_misc-C-4-0_5,-13.129289727241364,-20.667132686458313,-68.39887830168973,-24.948781262766,-28.98685272262148,-32.75862001448169,-36.28208276913895,-39.57638821134371,-42.63619978505263,-45.526128050576816,-16.242935806256213,-48.20069641704589,-50.735724779457435,-53.13318633240639,-55.37778758599835,-57.51391654277086,-59.546798908006345,-61.47711361186811,-63.32275357849993,-65.08536300178031,-66.77620745147968,-9.954665095424723,-18.204921369260955,-76.35548152256848,-22.227523403425128,-26.108817676190963,-29.921702465935642,-33.58993203469656,-37.20445161856208,-40.653113199488295,-44.00620014849049,-14.055401422807005,-47.27056724146609,-50.4600636579039,-53.56986278816262,-56.609664457771956,-59.58526874042292,-62.50094435934418,-65.36304436591011,-68.1754934659507,-70.94270191215737,-73.6681139375929
mn/2/mn_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_misc-C-4-0_misc-C-4-0_6,-33.680218676378075,-45.830750184573006,-105.69699099270608,-51.30504570967774,-56.47387941444783,-61.10498482793062,-65.54463409523723,-69.58924062566969,-73.28856762442106,-76.7197240378569,-39.927826330731754,-79.89310793341936,-82.96637710959006,-86.39466936481944,-89.12552350851838,-91.85303382623873,-94.49840873501252,-96.91388815955409,-99.21452901055474,-101.39012802139031,-103.49509964709348,-43.839431541030045,-53.3613549411196,-109.56598413117574,-57.68283800811274,-61.78279175857759,-65.65354403043959,-69.27723800605241,-72.76958942393708,-76.19328711199485,-79.5422674609513,-48.67843557452064,-82.70057885189246,-85.75479943332955,-88.7029942707623,-91.54638125781796,-94.31049893085864,-96.9851808370176,-99.58169704002655,-102.23960996281333,-104.75278430610655,-107.18954587881159
fe/2/a_f/fe_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_furan-O-0-0_furan-O-0-0_5,-25.859795227344875,-30.854270604377,-74.11232442685821,-34.53732139987366,-38.03394131541147,-41.34388747604353,-44.492720804186106,-47.43518077238622,-50.23894238070888,-52.82763016827557,-27.04991431111964,-55.288725930661194,-57.61349946132856,-59.81760059789234,-61.908711014695186,-63.89386250779202,-65.7875444778721,-67.59435384987793,-69.32479652007076,-70.98355905420318,-72.57786124193164,-18.76651879193305,-26.654776026951733,-82.25738895184752,-30.342601798547108,-33.96558020216748,-37.52953494114834,-41.03399772066283,-44.38924972061082,-47.67800962665519,-50.88202442831333,-22.951596171533726,-54.01585848926491,-57.07828954505338,-60.07771442125339,-63.01571850929309,-65.89905669177294,-68.73092080812015,-71.51609711292524,-74.25776392863236,-76.95993590792807,-79.62537906353997
cr/2/cr_2_SH2-S-0-0_SH2-S-0-0_SH2-S-0-0_phosphine-P-0-0_SH2-S-0-0_phosphine-P-0-0_5,,-60.88358939769227,-85.77039434180142,-63.29457699594723,-65.46524699997026,-67.45060014404785,-69.23954875903941,-70.9231899652838,-72.46697960298751,-73.9192152378502,-58.2014528681773,-75.26857817370814,-76.54303756662893,-77.76627239238049,-78.90566964809965,-80.00595242458374,-81.06135085243587,-82.07324378548941,-83.04787129273316,-83.98706440979937,-84.89384822627953,-63.05695948103742,-67.20721067234697,-89.88960855023204,-69.04062793149181,,,-73.91737824280028,-75.32558381885332,,,-65.21840488270847,-79.29125132009848,-80.49129260636732,-81.65175504196218,-82.79114332887765,-83.88491898489289,-84.94745191544196,-85.98374440757141,-86.99365877002694,-87.97801949696954,-88.94372239964102
mn/2/mn_2_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_ammonia-N-0-0_phosphine-P-0-0_phosphine-P-0-0_6,,,,,,,-72.99495375355012,-76.48815605351118,-80.82432837784286,-83.50775267889495,,,,,,,,,,,,,,-114.96322624030714,,,,,-80.11112746457509,-84.57176775775703,-86.81886342056481,,-89.1018371650908,-90.48997986032127,,,,,,,-111.23427519025455,-112.83385334880154
co/2/co_2_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_4,-18.380646219511977,-21.78521980110217,-47.35606773499567,-23.552757183931025,-25.308187675121307,-27.164764300980288,-28.82708808823485,-30.574925032353413,-32.037496899850474,-33.60880348328707,-20.066148424269816,-35.20167625116402,-36.69221684355263,-38.169641132700015,-39.40333785335674,-40.701954371142044,-42.02644838443134,-43.17532016422384,-44.28094278921252,-45.344847127747244,-46.36944401508872,,,-58.91184393657872,,-32.76400163598129,-36.54512442478956,-38.215230278917645,-39.92780328207626,-41.56663877124228,-43.16377486579905,,-44.72239364221864,-46.233350211209704,-47.63927144951583,-49.317934866988104,-50.77163056173815,-52.19417427830795,-53.58757357482285,-54.95476006699219,-56.29706976013984,-57.615183302569946
fe/2/a_f/fe_2_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_formaldehyde-O-1-0_thiocyanate-S-0-d1_5,,-45.233467810371934,-86.43666445457966,-48.94926786563378,-52.5095858588775,-55.803233840402974,-58.88057309250049,-61.7378932621786,-64.39634020802526,-66.87492333198664,-42.345682688855625,-69.1902048084646,-71.35858047836268,-73.39686184140584,-75.31311845414766,-77.14892505966485,-78.86591458368997,-80.5212339755408,-82.08682793640142,-83.59887327706785,-85.04047672789366,-33.89191304990936,-41.51846628425621,-94.78603514212321,-45.096513595454965,,,-55.38774023391409,-58.64220856013928,-61.9076522248773,-64.8849009713555,,-67.88435810314598,-70.79357377898963,-73.6568284057424,-76.4625852040589,-79.18989723274441,-81.88043089873162,-84.5635996071417,-87.16241675801926,-89.7448645138364,-92.2933964075168
mn/2/mn_2_cs-C-0-0_cs-C-0-0_cs-C-0-0_cs-C-0-0_misc-C-4-0_misc-C-4-0_6,-14.128943448268728,-29.569377590397906,-84.05470827059463,-35.67764544391071,-41.164032367138404,-45.551068258726644,-50.13483488474983,-53.90566065397162,-57.092693631103366,-60.202219170474116,-22.41074711937312,-63.13207656311461,-65.83830088775704,-68.21098411632367,-70.52096239910998,-72.63420111677095,-74.61536008955203,-76.51490274622763,-78.37467083683872,-80.19482594681092,-81.95779136625046,,,,,,,,,,,,-74.50033860663403,,,,-85.39709980157899,,,,,
cr/2/cr_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_5,,,-84.78427386024201,,,,-64.94323263686083,-67.13790211854923,,,,,,-75.53306371101384,-77.02067787264899,-78.30401237193372,-79.43324660707277,-80.6106021990269,-81.7217701354565,-82.79159804979251,-83.80880161439543,,,-88.80503903304653,,,,,,-73.56231764400842,-75.04531884143812,,,-78.01572861657482,-79.3970361371527,-80.72454870676079,-82.63482557581919,-83.21641257268425,-84.40903511537753,-85.55063804076416,-86.6624509814232,-87.74357820726487
