,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_4_HS,-3533.0512244092906,-3533.1230352904468,-3533.9997396255008,-3533.1615725869947,-3533.201727993698,-3533.2433257474618,-3533.2864965635604,-3533.3309249261556,-3533.3766143308494,-3533.4234175725533,-3533.086226594544,-3533.4713951986155,-3533.5203331644934,-3533.570310016354,-3533.6211647885534,-3533.672932719107,-3533.72554079166,-3533.7789724696445,-3533.8332037434075,-3533.8882156543,-3533.94342235659,-3534.612222117655,-3534.524941293392,-3533.863389721287,-3534.482755693673,-3534.441457644153,-3534.400983272048,-3534.3613250207427,-3534.322323288422,-3534.2840256677628,-3534.2462820608043,-3534.5680855484097,-3534.209204366173,-3534.17261563442,-3534.1365332819305,-3534.1009288811174,-3534.065783199927,-3534.0310621401013,-3533.9967597297914,-3533.962851408204,-3533.9293297647746,-3533.8961779754077
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_4_LS,-3533.069755273788,-3533.1281487268893,-3533.937554983144,-3533.1604399807607,-3533.1946221050384,-3533.230813602678,-3533.268771802104,-3533.3084865993324,-3533.349601948711,-3533.392181408375,-3533.0978820686496,-3533.436116741349,-3533.481390148583,-3533.52774040986,-3533.575465750416,-3533.624313020451,-3533.674221798983,-3533.7251408891193,-3533.7770404861294,-3533.829573041058,-3533.8831478159987,-3534.6192919804403,-3534.5218487749603,-3533.7956402229966,-3534.474799692835,-3534.4287984623516,-3534.383835116576,-3534.3396725195657,-3534.2964480013115,-3534.2540103126753,-3534.212431328325,-3534.5700609287046,-3534.1715219530556,-3534.13135491795,-3534.091840902558,-3534.0529428179225,-3534.014646964893,-3533.976930887206,-3533.9397756945214,-3533.903224616487,-3533.866740858546,-3533.8309676724944
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_hydroxyl-O-0-d1_4_HS,-3173.1338826215647,-3173.1930380479816,-3173.9555555229795,-3173.2252351759244,-3173.259048124273,-3173.2944088974346,-3173.3311983803496,-3173.3693245695313,-3173.408646280715,-3173.4492244770004,-3173.1625557456473,-3173.4908504426608,-3173.533496761752,-3173.577092025665,-3173.621622500865,-3173.6669986620523,-3173.713216722755,-3173.7602101737007,-3173.8079714450264,-3173.856464722591,-3173.905666602828,-3174.515386889392,-3174.434408683844,-3173.826762627945,-3174.3953575272453,-3174.3571694113552,-3174.3197992884147,-3174.2831762804253,-3174.2472149872256,-3174.211940597998,-3174.1772406197524,-3174.4743980310554,-3174.143127176383,-3174.109530675257,-3174.0764266640535,-3174.0437938660766,-3174.0116035325736,-3173.9798375061696,-3173.9484754673317,-3173.9175012881997,-3173.886899920496,-3173.8566576544263
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_hydroxyl-O-0-d1_4_LS,-3173.125271063822,-3173.177483551861,-3173.8853251486294,-3173.206039706002,-3173.236054065162,-3173.267861033711,-3173.300896487023,-3173.335276554968,-3173.370877111307,-3173.4079397012656,-3173.1506277849344,-3173.4462261228646,-3173.485721963558,-3173.526337875557,-3173.5681459541897,-3173.610465814899,-3173.6540777685645,-3173.698621465514,-3173.7440518922926,-3173.7903319579486,-3173.83743173201,-3174.5061207973217,-3174.4181314057823,-3173.750929429367,-3174.375341312785,-3174.333425063724,-3174.292337739987,-3174.2520174808233,-3174.212471020618,-3174.1737414077584,-3174.1353346621077,-3174.4617639401386,-3174.0976150892075,-3174.060448831648,-3174.0240175795407,-3173.988173435623,-3173.952887694633,-3173.9181357300804,-3173.8839701500583,-3173.850227975237,-3173.816452395151,-3173.7834822672867
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_imidazole-N-2-0_4_HS,-3323.080950301842,-3323.149103885195,-3324.0058997735146,-3323.1859472870374,-3323.224474156821,-3323.2645451604444,-3323.3061532784786,-3323.3491124825046,-3323.3933592279636,-3323.438853060713,-3323.1140582462326,-3323.48548773575,-3323.533239170265,-3323.5820218089034,-3323.6318228137243,-3323.6825887504906,-3323.734289253718,-3323.786895564658,-3323.8403816302875,-3323.8947245628497,-3323.9499034999503,-3324.59141141301,-3324.50437289013,-3323.840911144711,-3324.462275528886,-3324.420962195188,-3324.380422027439,-3324.3405995138696,-3324.301470820391,-3324.2629777719717,-3324.225083443024,-3324.5474249982376,-3324.1877403549124,-3324.150961815414,-3324.114685901318,-3324.0789069391967,-3324.043601617537,-3324.008756870502,-3323.9743538575553,-3323.940380020241,-3323.9068223189115,-3323.8736695483813
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_imidazole-N-2-0_4_LS,-3323.080526524038,-3323.137420051401,-3323.928224302839,-3323.1685658333586,-3323.2017800679514,-3323.236529349725,-3323.273181108032,-3323.3114706911406,-3323.351280152776,-3323.3926965151795,-3323.1080119628186,-3323.43550639147,-3323.479793434302,-3323.525285110731,-3323.5719505665634,-3323.6194425174804,-3323.668376645195,-3323.7183847967303,-3323.769430551963,-3323.8214843873516,-3323.874351345631,-3324.585713749876,-3324.488458981813,-3323.758074797549,-3324.441370799115,-3324.395236028229,-3324.3500148505923,-3324.305669637195,-3324.262111879274,-3324.2194772137486,-3324.177619533944,-3324.5365526865694,-3324.1363689213254,-3324.0959985016616,-3324.0560720233893,-3324.0170699367955,-3323.9781595412987,-3323.9401369488737,-3323.9026724857904,-3323.8657397119505,-3323.829332097381,-3323.7934452175996
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_misc-C-4-0_4_HS,,-3229.702525395349,-3230.5293225729188,,,,-3229.856283485442,-3229.897532745472,-3229.9406851275457,-3229.9855416612627,-3229.668524988072,-3230.0241679573296,,-3230.122593540718,-3230.166785977575,-3230.2193523404376,-3230.269333476689,-3230.3198634564824,-3230.3711971897596,-3230.4231327022276,-3230.4763438957875,-3231.0771714550956,-3230.9937002472743,-3230.3783327823858,,,-3230.8799470810154,-3230.8388828765756,-3230.8014911536857,-3230.765390616179,-3230.7344126204043,-3231.0340338036144,,-3230.6657229440757,-3230.632036035314,-3230.5985307358173,-3230.5661744441377,-3230.53378291411,-3230.5023379912896,-3230.470869884137,-3230.4394308665287,-3230.4091273260788
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_misc-C-4-0_4_LS,-3229.6486073282035,-3229.7023180292877,-3230.4572528519143,-3229.732039921238,-3229.7635801170854,-3229.7969056443353,-3229.8319543596376,-3229.8683161602366,-3229.9063924659436,-3229.9460050719017,-3229.674475825573,-3229.986666495943,-3230.0288368597016,-3230.072283914327,-3230.1170049496586,-3230.162719769359,-3230.209201222272,-3230.2569464064395,-3230.305659686079,-3230.3553013933256,-3230.405840033409,-3231.078603068168,-3230.986911825257,-3230.301021119553,-3230.9425790706014,-3230.898923769818,-3230.8561578274075,-3230.814418388757,-3230.773454694924,-3230.733393414508,-3230.694126184578,-3231.0324630149294,-3230.6555217583686,-3230.617464667939,-3230.5801206678207,-3230.5433058188487,-3230.507385031362,-3230.4713912862294,-3230.4363200168295,-3230.401765543931,-3230.3677146570976,-3230.334182566132
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_4_HS,-3588.179844199088,-3588.247983844219,-3589.1329789623915,-3588.2853072375847,-3588.3246510490217,-3588.3658255976807,-3588.4087120871272,-3588.4531585597097,-3588.499024728365,-3588.546217173477,-3588.2128102288193,-3588.5946436397676,-3588.644205880967,-3588.6948443544625,-3588.746499163187,-3588.799117887319,-3588.8526481266435,-3588.9070771810584,-3588.962340313203,-3589.018438710295,-3589.0753196585492,-3589.775314958293,-3589.6827255732696,-3588.9925502313063,-3589.638305198623,-3589.594933913059,-3589.5525283515954,-3589.5109409521824,-3589.4702036109975,-3589.430203689299,-3589.390847484328,-3589.7283559674547,-3589.352114330164,-3589.3139808353767,-3589.276385993933,-3589.239326674722,-3589.2027502115916,-3589.1666486140994,-3589.1309942512935,-3589.095772783325,-3589.060967925909,-3589.026564362782
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_4_LS,-3588.1765111316818,-3588.237171023086,-3589.0473413332443,-3588.2703459702166,,-3588.325511833408,-3588.38352025236,,-3588.4643705512813,-3588.506735053772,-3588.2058432632016,-3588.554332311596,-3588.5832638351662,-3588.628284817725,-3588.677121023139,-3588.727535070621,-3588.7787278988076,-3588.830494461077,-3588.8832761475846,-3588.9370286594435,-3588.991747516682,-3589.770198906089,-3589.670390033691,-3588.9012620046296,,-3589.5729165504904,,-3589.46860533664,-3589.4206872968903,-3589.389412092202,,-3589.7238760431173,-3589.29622728567,-3589.2489498020846,-3589.2090473413227,-3589.167489211645,-3589.1277488989135,-3589.0899418880877,-3589.051143133051,-3589.012905090788,-3588.975205217796,-3588.9379731159106
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_phosphine-P-0-0_thiocyanate-S-0-d1_4_HS,-3736.2352461482906,-3736.300727970983,-3737.17652307554,-3736.336968986726,-3736.3753060449667,-3736.4155539712465,-3736.4575488451596,-3736.501101055898,-3736.5462433425264,-3736.592719465229,-3736.266762256076,-3736.6404904781252,-3736.6894808622856,-3736.7396194353732,-3736.790848711572,-3736.843108305411,-3736.896385617326,-3736.950604908782,-3737.0057687732156,-3737.061816740496,-3737.1187509554993,-3737.912026432328,-3737.8105857663636,-3737.04498579557,-3737.761742467012,-3737.7139559594693,-3737.667145939348,-3737.6211828460528,-3737.5760608081973,-3737.531680327722,-3737.4880555859017,-3737.8606169497098,-3737.445060052643,-3737.4026881852865,-3737.3609126478254,-3737.319684727851,-3737.279003740141,-3737.2388252577903,-3737.1991423142204,-3737.1599303070193,-3737.1211772695274,-3737.082866279543
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_phosphine-P-0-0_thiocyanate-S-0-d1_4_LS,-3736.2279665567944,-3736.2849724216962,-3737.0928941628526,-3736.3164554575937,-3736.3498075333973,-3736.385227706256,-3736.421819098495,-3736.4603933030685,-3736.500633957682,-3736.5424956550655,-3736.2554790885733,-3736.5860080147972,-3736.6311500034963,-3736.677441295373,-3736.725284846254,-3736.77449095297,-3736.824989399558,-3736.8765265904217,-3736.9291601158516,-3736.9827819579327,-3737.0374350305283,-3737.901163689605,-3737.7908704783254,-3736.955899454872,-3737.7371464919224,-3737.6848776412803,-3737.633174272843,-3737.582405287271,-3737.532080752718,-3737.4831781078437,-3737.43543734435,-3737.84563312759,-3737.38844976598,-3737.342428943191,-3737.296941696406,-3737.251800117597,-3737.2077532601757,-3737.1643594000534,-3737.1216177521555,-3737.079540994097,-3737.0379701444504,-3736.996799086779
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_phosphine-P-0-0_thiocyanate-S-0-d1_4_HS,-3884.180972660888,-3884.2438076012927,-3885.107662462858,-3884.278229644222,-3884.315304605164,-3884.3544978732098,-3884.395390675745,-3884.4381394608536,-3884.482358643232,-3884.528009550009,-3884.2111036322763,-3884.57499074506,-3884.6233238949203,-3884.6728520074716,-3884.7235453483954,-3884.775356261526,-3884.8282428185425,-3884.882168342627,-3884.9371004431923,-3884.9930103130823,-3885.0498721106005,-3885.9367438364798,-3885.8262029393472,-3884.9848769096075,-3885.77280090683,-3885.7204808466004,-3885.669204272028,-3885.6189061028367,-3885.5694720599927,-3885.520768134056,-3885.472803697272,-3885.8808083844488,-3885.4255312816003,-3885.378931024518,-3885.3329539747115,-3885.287579748509,-3885.242770850524,-3885.1985188913477,-3885.154793304816,-3885.111583412479,-3885.068869119861,-3885.02663853115
co/2/co_2_phosphine-P-0-0_phosphine-P-0-0_thiocyanate-S-0-d1_thiocyanate-S-0-d1_phosphine-P-0-0_thiocyanate-S-0-d1_4_LS,-3884.1726478301994,-3884.2238536024574,-3885.021564301544,-3884.253728811209,-3884.2857038426428,-3884.319894544333,-3884.355528976625,-3884.393324180015,-3884.432979063736,-3884.4739383182446,-3884.195468771651,-3884.5169832827582,-3884.5613656105947,-3884.6074128560717,-3884.654901059633,-3884.703866902276,-3884.7540408405366,-3884.805334365096,-3884.8577865213674,-3884.911373467663,-3884.966016486654,-3885.922103074105,-3885.8022965209143,-3884.8932268507406,-3885.744010427283,-3885.6871989166143,-3885.631130423544,-3885.576198555259,-3885.522087866832,-3885.4685778420435,-3885.416535489944,-3885.861584472112,-3885.365302429583,-3885.3149236360155,-3885.2653643237927,-3885.2165942108177,-3885.168609415632,-3885.1211154174352,-3885.074268136068,-3885.0281195380676,-3884.9825834289145,-3884.937620806095
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_carboxyl-O-1-d1_carboxyl-O-1-d1_4_HS,-2752.904676015618,-2752.9202131278403,-2753.4868128051185,-2752.9332737114987,-2752.949203511213,-2752.9677162786556,-2752.9885643972484,-2753.0117927159154,-2753.0371125458887,-2753.064543559343,-2752.9104508828927,-2753.093917159471,-2753.1253213637847,-2753.1585381587847,-2753.193579789325,-2753.230404607286,-2753.268973162728,-2753.309249421401,-2753.3512005642524,-2753.394796391725,-2753.4400090352374,-2754.376470474745,-2754.2446711549032,-2753.259581187495,-2754.1811254842974,-2754.1188970314274,-2754.057887352921,-2753.9980617363963,-2753.939319006906,-2753.8816805914867,-2753.824993047995,-2754.3096913180007,-2753.7692935353275,-2753.7145079791035,-2753.6606350190887,-2753.607635367549,-2753.555495322988,-2753.5041891033306,-2753.4537008232874,-2753.4040112115654,-2753.355104871404,-2753.306966195844
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_carboxyl-O-1-d1_carboxyl-O-1-d1_4_LS,-2752.891014013011,-2752.894609836049,-2753.4036294823736,-2752.901928050961,-2752.912695983888,-2752.926424077863,-2752.942723244662,-2752.9618638241186,-2752.983453050759,-2753.007587646784,-2752.8907609677717,-2753.0339040388208,-2753.0624154911234,-2753.093078192293,-2753.125491302478,-2753.1598317170374,-2753.1961208085913,-2753.2341395284416,-2753.273842498794,-2753.315422532074,-2753.358695173654,-2754.3576877395026,-2754.215393422408,-2753.1712076920553,-2754.1468750992613,-2754.0802983990307,-2754.0148569595835,-2753.950973643467,-2753.8883980720298,-2753.827185045783,-2753.767075322244,-2754.2855277294643,-2753.708137052234,-2753.6502981861186,-2753.593282081849,-2753.5373714735424,-2753.482428739332,-2753.428414280493,-2753.3753285777084,-2753.3232054782343,-2753.27172034562,-2753.2210632506026
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_cyanide-C-0-d1_cyanide-C-0-d1_4_HS,-2560.4239907991023,-2560.447973420331,-2561.0072960868365,-2560.463575192368,-2560.481025354204,-2560.5004582492797,-2560.5223807426482,-2560.5462562583325,-2560.5719549266987,-2560.5994906697188,-2560.4344904761656,-2560.6287773874787,-2560.6597270257953,-2560.6923131693043,-2560.726521494778,-2560.762244565037,-2560.7995024280212,-2560.8382656703625,-2560.878563977931,-2560.920004947242,-2560.9629759242025,-2561.771670544536,-2561.6569877810366,-2560.798512910495,-2561.601554775108,-2561.5472274564263,-2561.4940817587235,-2561.442094343426,-2561.3911120958815,-2561.3410906338113,-2561.292006632705,-2561.7137093348483,-2561.2422269682675,-2561.1944831966016,-2561.1475714325084,-2561.1014261291607,-2561.056029184877,-2561.0113647021135,-2560.967417580448,-2560.9241714853815,-2560.8816098139346,-2560.839722413343
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_cyanide-C-0-d1_cyanide-C-0-d1_4_LS,-2560.433726345834,-2560.4453973632762,-2560.948222398785,-2560.4555521623224,-2560.4683449001163,-2560.483641978878,-2560.501244131043,-2560.5212648536003,-2560.5434860056935,-2560.5674873698904,-2560.438041976568,-2560.593558294144,-2560.6216988122587,-2560.6515710854646,-2560.683156008207,-2560.7162955305,-2560.7504804777145,-2560.7869633743544,-2560.8250156378335,-2560.864597984722,-2560.905676587379,-2561.773238163775,-2561.649635128353,-2560.734114429247,-2561.5895764047586,-2561.531101538055,-2561.4739432743845,-2561.4178095885904,-2561.362920204089,-2561.3091048996866,-2561.25633918149,-2561.7104849650536,-2561.204598777548,-2561.1537679410676,-2561.103906326889,-2561.054924450221,-2561.006824362004,-2560.959335192502,-2560.9127820851295,-2560.8670070961425,-2560.8219829807927,-2560.77769282098
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_formaldehyde-O-1-0_formaldehyde-O-1-0_4_HS,-2603.2701871021845,-2603.2982888590213,-2603.904666796956,-2603.316268743998,-2603.3365214548044,-2603.3589136874157,-2603.3833244208427,-2603.4095989957846,-2603.437867335157,-2603.4678851954773,-2603.2827656900563,-2603.4996692974696,-2603.533111211223,-2603.5682545528907,-2603.604964500823,-2603.6432962292165,-2603.683153862674,-2603.724527307715,-2603.767389066482,-2603.811714358572,-2603.857480540908,-2604.6600291129967,-2604.5425478481043,-2603.6697433972563,-2604.486466780522,-2604.431554847689,-2604.377634490473,-2604.324723007618,-2604.2727651645578,-2604.2216667266844,-2604.171459052783,-2604.60001062317,-2604.1220810309846,-2604.073514676269,-2604.0257334091393,-2603.9787333695326,-2603.93247568394,-2603.886951029936,-2603.8421387854614,-2603.7980263800882,-2603.7545978251537,-2603.711841093658
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_formaldehyde-O-1-0_formaldehyde-O-1-0_4_LS,-2603.2747932840543,-2603.290864151829,-2603.834109271241,-2603.3031518795206,-2603.3183859518513,-2603.3353891334264,-2603.3551181748417,-2603.3771020056383,-2603.4011954436783,-2603.427584275098,-2603.281372765445,-2603.4559062954936,-2603.486154009818,-2603.518044992305,-2603.551758266671,-2603.5871971626925,-2603.624344778496,-2603.6631760093114,-2603.7035806135264,-2603.745446760693,-2603.7890231458423,-2604.6549253554012,-2604.529088954779,-2603.593660236999,-2604.468286684488,-2604.4088638417556,-2604.3506769082237,-2604.2935085422573,-2604.23753518675,-2604.1826520902296,-2604.1287468069795,-2604.5912607513874,-2604.0758723088456,-2604.0239100704744,-2603.9728606925,-2603.922707122708,-2603.8734244636485,-2603.8250333426495,-2603.777062964733,-2603.730100774605,-2603.683893491037,-2603.638418672741
co/2/co_2_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_ome2-O-0-0_ome2-O-0-0_4_HS,-2684.1952096956106,-2684.2344954980913,-2684.9582492420495,-2684.25805267979,-2684.2840270775596,-2684.3122311749025,-2684.3426455857275,-2684.375148779252,-2684.409569575693,-2684.4459604559956,-2684.213677647617,-2684.484202415258,-2684.5243316520855,-2684.5661224557343,-2684.6094448736058,-2684.6545715177467,-2684.701115706494,-2684.749609146033,-2684.79941576337,-2684.850790834885,-2684.903930760611,-2685.68608884011,-2685.5686741233812,-2684.6861512561463,-2685.5118370859745,-2685.456048184018,-2685.4013691794416,-2685.3476802065334,-2685.2949481419087,-2685.243193357412,-2685.1923375240212,-2685.626783165095,-2685.1423513359837,-2685.0932236091976,-2685.0449176644997,-2684.997423407743,-2684.950714448387,-2684.904779374056,-2684.8595978186477,-2684.8151584875627,-2684.77144520309,-2684.728447166015
