,pbe_hfx_0,pbe_hfx_10,pbe_hfx_100,pbe_hfx_15,pbe_hfx_20,pbe_hfx_25,pbe_hfx_30,pbe_hfx_35,pbe_hfx_40,pbe_hfx_45,pbe_hfx_5,pbe_hfx_50,pbe_hfx_55,pbe_hfx_60,pbe_hfx_65,pbe_hfx_70,pbe_hfx_75,pbe_hfx_80,pbe_hfx_85,pbe_hfx_90,pbe_hfx_95,scan_hfx_0,scan_hfx_10,scan_hfx_100,scan_hfx_15,scan_hfx_20,scan_hfx_25,scan_hfx_30,scan_hfx_35,scan_hfx_40,scan_hfx_45,scan_hfx_5,scan_hfx_50,scan_hfx_55,scan_hfx_60,scan_hfx_65,scan_hfx_70,scan_hfx_75,scan_hfx_80,scan_hfx_85,scan_hfx_90,scan_hfx_95
fe/3/fe_3_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_ome2-O-0-0_ome2-O-0-0_6_HS,-1876.524462665631,-1876.5288009313333,-1876.8237918045013,-1876.5336032164876,-1876.54007784863,-1876.5481616624797,-1876.557799528093,-1876.568926763671,-1876.5814809784872,-1876.5954011064591,-1876.5257205074658,-1876.6106280769911,-1876.6271054032497,-1876.6447245390968,-1876.6635753911307,-1876.6835147148345,-1876.7044749442541,-1876.7264730136255,-1876.7494247579357,-1876.7733270965082,-1876.7981209835511,-1877.3755277746134,-1877.2945616818672,-1876.7079107226948,-1877.2555574229527,-1877.2174899768868,-1877.1803250556275,-1877.1440220973932,-1877.1085451956067,-1877.0738578210205,-1877.0399248572257,-1877.334540517537,-1877.00671256001,-1876.9741426484811,-1876.942302481074,-1876.911072084519,-1876.8804393074397,-1876.8503804591528,-1876.8208718731537,-1876.7918910809126,-1876.7634169426265,-1876.7354296550689
fe/3/fe_3_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_hydroxyl-O-0-d1_ome2-O-0-0_ome2-O-0-0_6_LS,-1876.5060562973094,-1876.4773790810336,-1876.6695697736493,-1876.475897575326,-1876.475775025006,-1876.4782317621234,-1876.4819658328981,-1876.4869613526625,-1876.4934724535924,-1876.5013690643154,-1876.4804004085502,-1876.5106161356052,-1876.5211914255487,-1876.5331141626073,-1876.5460859078469,-1876.5603199552866,-1876.5757370456747,-1876.5923074252012,-1876.6100034337255,-1876.628797551089,-1876.6486620272237,,-1877.2274550461793,-1876.5275357546307,-1877.1819070725574,-1877.1391800341376,-1877.0955443467078,-1877.0507926799182,-1877.0088708829562,-1876.9678034181222,-1876.927512823298,-1877.273217389713,-1876.8880126506056,-1876.8491437797775,-1876.8109590499762,-1876.7734324481592,-1876.7365345476207,-1876.700244052833,-1876.6645503569357,-1876.6294453937953,-1876.5949177430464,-1876.5609531996283
fe/3/fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_formaldehyde-O-1-0_imidazole-N-2-0_formaldehyde-O-1-0_6_HS,-2395.7005224563686,-2395.7133246439616,-2396.1992559812825,-2395.7235801020092,-2395.7362358249425,-2395.751167491357,-2395.7682856745278,-2395.787495611132,-2395.8087179365293,-2395.831882107715,-2395.70559390446,-2395.8568312216757,-2395.8837809488973,-2395.9124102613605,-2395.9427435614657,-2395.9747424584575,-2396.008358004321,-2396.043546607804,-2396.0802674304764,-2396.118482418039,-2396.1581562102147,-2396.9579629081686,-2396.8419194782355,-2395.9938568842636,-2396.78598486011,-2396.7313331194946,-2396.677895887774,-2396.625621898657,-2396.57445992117,-2396.5243650881894,-2396.4752160807075,-2396.899202782138,-2396.427186400076,-2396.380072183722,-2396.333870492943,-2396.288554304582,-2396.2440949835513,-2396.2004644838253,-2396.1576360493923,-2396.115584356578,-2396.0742853275992,-2396.033716593944
fe/3/fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_formaldehyde-O-1-0_imidazole-N-2-0_formaldehyde-O-1-0_6_LS,,-2395.6706498746,,-2395.6857830671547,,,,,-2395.7213789561356,,,-2395.7529071837375,-2395.7728830151327,-2395.8100343958135,-2395.822346772213,-2395.8439580293934,-2395.8718062079065,-2395.8782264551182,,,,-2396.9413648614914,-2396.8107857639516,,-2396.738894171942,,-2396.628667955026,,-2396.4877042743988,-2396.430664110425,-2396.3737015412185,,-2396.318647144772,-2396.2675494698055,,-2396.167316293841,-2396.1139808237217,-2396.064592899846,-2396.017954080424,-2395.957555957583,,-2395.857677880938
fe/3/fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_hydroxyl-O-0-d1_6_HS,-2469.1356279102492,-2469.1534592749217,-2469.6752358403505,-2469.165816018468,-2469.180380718851,-2469.1970922745136,-2469.2159172375655,-2469.2368082606217,-2469.25971784413,-2469.284599065989,-2469.143380948507,-2469.3114041708627,-2469.3400033672583,-2469.370588561372,-2469.4028861889415,-2469.4369098934567,-2469.4726305331656,-2469.510002967637,-2469.5489865972313,-2469.5895434250697,-2469.6316376955497,-2470.4567652309565,-2470.337763892328,-2469.4576266766294,-2470.2801119466217,-2470.2236439758904,-2470.1683454583026,-2470.1141681707045,-2470.0610893539088,-2470.0090781029076,-2469.9581041171145,-2470.3966373568937,-2469.908062471268,-2469.859123163616,-2469.8110899199655,-2469.763972342511,-2469.7177428060018,-2469.6723843980935,-2469.627847466895,-2469.5841339536983,-2469.5412061490065,-2469.4990447289847
fe/3/fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_hydroxyl-O-0-d1_6_LS,-2469.131315275067,-2469.1323806460696,-2469.5368958964445,-2469.1365288036222,-2469.1430214617853,-2469.151321848361,-2469.1624121756395,-2469.175746103927,-2469.191361637836,-2469.208679055041,-2469.130601119273,-2469.2286879173225,-2469.250584138496,-2469.2745001368576,-2469.300406134777,-2469.3283145497794,-2469.3582418524907,-2469.390221809659,-2469.424632601452,-2469.461096543915,-2469.4981407666423,-2470.444047709163,-2470.3098826447076,-2469.314096634954,-2470.2449189921754,-2470.1821156807114,-2470.120327476976,-2470.0573828835772,-2469.997496374339,-2469.937907250158,-2469.8799951940073,-2470.376177254054,-2469.824286815512,-2469.7691575635895,-2469.7148247724695,-2469.6611800798532,-2469.6091400029695,-2469.5576099817577,-2469.5070359434017,-2469.4574451316703,-2469.408786661314,-2469.361012248272
fe/3/fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_pyridine-N-3-0_imidazole-N-2-0_pyridine-N-3-0_6_HS,-2663.032832661938,-2663.061463335359,-2663.7309950140934,-2663.0799058774073,-2663.1009076575792,-2663.124360291405,-2663.1502012166793,-2663.178358659527,-2663.2087709784155,-2663.24127430031,-2663.045643276703,-2663.276133961804,-2663.3129453963397,-2663.3518764149885,-2663.3927632317855,-2663.4355943808,-2663.4803241961504,-2663.526908692906,-2663.5753061085593,-2663.625477107595,-2663.677384848773,-2664.5390115452833,-2664.4099131778275,-2663.460061780903,-2664.3474755298394,-2664.2863701757547,-2664.2265645755733,-2664.1680000044157,-2664.1106450886773,-2664.0544626918577,-2663.999355045446,-2664.4737416982057,-2663.9454561482016,-2663.892594384266,-2663.8407774451716,-2663.7899462441273,-2663.7401152278685,-2663.691215791846,-2663.6432510770846,-2663.596169378267,-2663.5499619880384,-2663.5046000513194
fe/3/fe_3_imidazole-N-2-0_imidazole-N-2-0_imidazole-N-2-0_pyridine-N-3-0_imidazole-N-2-0_pyridine-N-3-0_6_LS,,,,-2663.048361129157,,-2663.080951412016,,-2663.1127221345473,,-2663.1078806875935,-2663.035537243102,-2663.1345852692098,-2663.1656988537247,,-2663.2164603694787,-2663.3143109168172,-2663.3130583842326,-2663.3553013588544,,-2663.4652841411635,,,-2664.3827520282857,,,-2664.249373198756,-2664.173241385741,,-2664.04104152519,,-2663.869128242515,-2664.452333124174,-2663.8064506241412,-2663.7918279472574,-2663.7322334242604,-2663.630304394595,-2663.561042542951,,-2663.482102591822,-2663.45018769562,,
fe/3/fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_fluoride-F-0-d1_misc-C-4-0_fluoride-F-0-d1_6_HS,-1993.4235289310925,-1993.430793924063,-1993.7639237095252,-1993.4371155550853,-1993.4451371005287,-1993.4548061229286,-1993.4660665563629,-1993.478868508315,-1993.493159631483,-1993.508889039516,-1993.426231911138,-1993.5260075839637,-1993.544467450265,-1993.5642223567957,-1993.5851461749592,-1993.6074031492096,-1993.6308162937619,-1993.6552960631575,-1993.6809222492307,-1993.7075765746126,-1993.735253973716,-1994.356211867714,-1994.2702538726771,-1993.6448222380495,-1994.2287752223633,-1994.1882479890091,-1994.1486477758542,-1994.1099293483178,-1994.0720668367514,-1994.0350281220115,-1993.9987832098734,-1994.3127204807715,-1993.96330291131,-1993.928558954993,-1993.8944627581145,-1993.8611428225615,-1993.828457241854,-1993.7964008281365,-1993.7649518414555,-1993.7340897018464,-1993.7037935655142,-1993.6740439694142
fe/3/fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_fluoride-F-0-d1_misc-C-4-0_fluoride-F-0-d1_6_LS,-1993.4055843717788,-1993.3968394406843,-1993.614379525256,-1993.3955699515795,-1993.3962014199597,-1993.3986653526551,-1993.4028579330377,-1993.4087208052463,-1993.4162063523772,-1993.425282426529,-1993.4001329794737,-1993.4359769596615,-1993.4473251422626,-1993.4606472576295,-1993.4753673851733,-1993.4914530208075,-1993.5089059295624,-1993.5276351646824,-1993.5475985127014,-1993.5687439539906,-1993.5910201727368,-1994.3322161996728,-1994.2320660250557,-1993.4889907020504,-1994.1837289153295,-1994.1363842581486,-1994.0900210634707,-1994.044567868241,-1994.0000144908802,-1993.9563537436761,-1993.9136179075904,-1994.2815058268684,-1993.8716737625095,-1993.8304889792453,-1993.7899634768264,-1993.749153360435,-1993.7100935295384,-1993.6716892458253,-1993.6339540986287,-1993.5968161851863,-1993.5602746190345,-1993.5243313346814
fe/3/fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_ammonia-N-0-0_ammonia-N-0-0_6_HS,-1906.073881842664,-1906.0887671853998,-1906.4695193195387,-1906.0987891554664,-1906.1103827507827,-1906.1234669416285,-1906.137987930038,-1906.153895867474,-1906.1711471483688,-1906.1897022711375,-1906.0804093904392,-1906.2094496040756,-1906.2305697717995,-1906.2527624298898,-1906.2762115612452,-1906.3007075178903,-1906.3263379591885,-1906.3529936677494,-1906.380671242691,-1906.4093375834384,-1906.4389628612273,-1906.9653318884561,-1906.8874865484213,-1906.3229010860225,-1906.8499551321418,-1906.8132847015997,-1906.7774574967164,-1906.7424253503762,-1906.7081668092892,-1906.6746567239966,-1906.6418144467998,-1906.9259276742819,-1906.609770017406,-1906.57835853027,-1906.5476266136411,-1906.517503895696,-1906.4880264984265,-1906.4591224922215,-1906.4308068452171,-1906.4030366388686,-1906.37581254103,-1906.3491028750236
fe/3/fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_ammonia-N-0-0_ammonia-N-0-0_6_LS,-1906.0947654862332,-1906.0904784813833,-1906.3306883579328,-1906.0911433487183,-1906.0939664687264,-1906.0975403751247,-1906.103202293273,-1906.110432617593,-1906.1191870676087,-1906.129428918925,-1906.0916491526566,-1906.1411314284094,-1906.1542750616436,-1906.1688795745142,-1906.1843613024212,-1906.2014976843188,-1906.219933341936,-1906.2395425467087,-1906.2605724231253,-1906.2827480708636,-1906.306145207533,-1906.9728773033924,-1906.8790454818645,-1906.1800597171937,-1906.8334881819947,-1906.7888961606445,-1906.7453865675757,-1906.7025589044495,-1906.65963285889,-1906.618410537228,-1906.5780358860554,-1906.9254862979783,-1906.53851905481,-1906.499102215016,-1906.4609091217353,-1906.423460972212,-1906.3867499054418,-1906.3506451907435,-1906.3154877859242,-1906.2806088010427,-1906.246512658488,-1906.2129810424658
fe/3/fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_pyridine-N-3-0_pyridine-N-3-0_6_HS,-2289.2220715660974,-2289.2446647884844,-2289.7866648484674,-2289.2594269680008,-2289.276332818085,-2289.2952750707727,-2289.3161918248306,-2289.339011443863,-2289.363675986552,-2289.39013346433,-2289.2321836135307,-2289.418241486844,-2289.4482302121914,-2289.4797318778287,-2289.5129406075216,-2289.5476624697294,-2289.583909580582,-2289.6216408674,-2289.6608172826864,-2289.7014025737403,-2289.7433624728856,-2290.4343851642093,-2290.330374569582,-2289.573138384562,-2290.280195189068,-2290.2311475477204,-2290.183206998849,-2290.136308755297,-2290.0904248609,-2290.045521954704,-2290.001488339205,-2290.381749940801,-2289.9585152067484,-2289.916358643955,-2289.875125335898,-2289.8346816499275,-2289.7950767401526,-2289.7562354156225,-2289.718185250969,-2289.680858753819,-2289.6442596140796,-2289.6083575692114
fe/3/fe_3_misc-C-4-0_misc-C-4-0_misc-C-4-0_misc-C-4-0_pyridine-N-3-0_pyridine-N-3-0_6_LS,,-2289.251821935216,-2289.6406893099615,-2289.2572598653906,,,-2289.2875761902555,,,-2289.2844104224387,-2289.2353259010924,-2289.357681353932,-2289.329603701853,-2289.3998268074947,-2289.3869467309974,-2289.4415758011896,-2289.4838839475947,-2289.485471177683,-2289.533800499918,-2289.56785539238,-2289.6034984878847,-2290.4445610785874,,-2289.4230954917625,,,-2290.1428312496673,,-2290.0016588075946,,-2289.942692330994,-2290.3857413250985,,,-2289.800078556255,-2289.752974826122,-2289.7068643321227,-2289.6571363968674,-2289.578382947256,-2289.5197401532473,-2289.5077111711585,-2289.4650019548594
fe/3/fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_cs-C-0-0_6_HS,-2473.0286558313865,-2473.0613422926426,-2473.716521239987,-2473.081384914688,-2473.1038360093426,-2473.1286191599443,-2473.1556641617476,-2473.184865626544,-2473.2161006754664,-2473.249255463881,-2473.043757631844,-2473.284224254735,-2473.320791741957,-2473.359227684266,-2473.399056935461,-2473.440441817157,-2473.4832095919182,-2473.527339353068,-2473.5727799308847,-2473.6194842964182,-2473.667410654414,-2474.3075382937136,-2474.2049009226257,-2473.482372507364,-2474.1557923375067,-2474.1080567598265,-2474.0616163074005,-2474.0164364892617,-2473.97243558849,-2473.9295425075015,-2473.8876920008415,-2474.255507114851,-2473.846722512335,-2473.806848123424,-2473.7677979969285,-2473.72958135727,-2473.6921460798417,-2473.6554735958803,-2473.6195159070376,-2473.5842587022994,-2473.54966085053,-2473.5157092866707
fe/3/fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_cs-C-0-0_6_LS,-2472.9771932416834,-2472.9958373570316,-2473.5331230141696,-2473.009450489096,-2473.0254916906947,-2473.043777995446,-2473.0641543025718,-2473.086545017737,-2473.110882539496,-2473.137182598529,-2472.9842841620416,-2473.164576449336,-2473.1942366252947,-2473.2256486302613,-2473.2588337839325,-2473.2935490576456,-2473.3297740988965,-2473.3675225053094,-2473.406776269507,-2473.4474847838233,-2473.4896127427123,-2474.253292966063,-2474.1390086497336,-2473.2935174465283,-2474.0834741706444,-2474.0290354947483,-2473.9761020286664,-2473.9237677065694,-2473.8728002510206,-2473.822869290011,-2473.7739734635024,-2474.1952184974452,-2473.725852222956,-2473.6787886195125,-2473.632634452016,-2473.587371986502,-2473.542985426414,-2473.499358735688,-2473.456768491094,-2473.4147019140914,-2473.373516820602,-2473.3331511741953
fe/3/fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_phosphine-P-0-0_ome2-O-0-0_phosphine-P-0-0_6_HS,-2568.054628870647,-2568.098585941699,-2568.822345551421,-2568.124084834616,-2568.1517957596893,-2568.1815903755646,-2568.213381002684,-2568.2470393139474,-2568.2824615178138,-2568.3195631274175,-2568.0754458993742,-2568.3582752559832,-2568.398539489332,-2568.440227354087,-2568.483501595379,-2568.528112737547,-2568.5740692630075,-2568.6213215904804,-2568.6698207866375,-2568.7195199660564,-2568.7703751438344,-2569.347369214398,-2569.254235195477,-2568.592673271808,-2569.2095865688084,-2569.1661334442247,-2569.123812008131,-2569.0825394563108,-2569.0422616642954,-2569.002927149283,-2568.9644953445186,-2569.3001533520182,-2568.9269316751856,-2568.8901294076477,-2568.8542529503165,-2568.819139970624,-2568.7847399397483,-2568.751094847575,-2568.7181314162135,-2568.685825466161,-2568.654175234706,-2568.623126599467
fe/3/fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_phosphine-P-0-0_ome2-O-0-0_phosphine-P-0-0_6_LS,-2568.018461513246,-2568.0522234108194,,-2568.0726059218214,-2568.0951250651606,-2568.119859208538,,,,,-2568.034134426773,,,,,,,,,,,-2569.314503322748,-2569.208166743443,,-2569.1584295037865,-2569.110500665847,-2569.062059124539,,,,,-2569.2599571750097,,,,,,,,,,
fe/3/fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6_HS,-2471.4882123254533,-2471.521654647348,-2472.232170335416,-2471.5426986885923,-2471.566398759679,-2471.5926335354866,-2471.621310093176,-2471.6523079194812,-2471.6855256940407,-2471.720877568824,-2471.5032547490864,-2471.7581654698447,-2471.797685164087,-2471.8390071177437,-2471.8821874039913,-2471.9271761458203,-2471.973915192659,-2472.022352555663,-2472.07243996152,-2472.124132528841,-2472.1773887373197,-2472.8900896162872,-2472.7744327749597,-2471.945954641024,-2472.7188279870406,-2472.6646286926975,-2472.6117818428625,-2472.560194481044,-2472.509817832561,-2472.460598589265,-2472.4124898475097,-2472.831513340177,-2472.365383520627,-2472.3194103549476,-2472.2743967099227,-2472.23034045048,-2472.187183116541,-2472.1449276608732,-2472.1035262748824,-2472.0629546805417,-2472.0231846449324,-2471.984192878092
fe/3/fe_3_ome2-O-0-0_ome2-O-0-0_ome2-O-0-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_6_LS,-2471.46115565638,-2471.482125511796,-2472.079225867998,-2471.4967933488224,-2471.51397682839,-2471.5336484386194,-2471.5556527536964,-2471.579919464854,-2471.6063798481146,-2471.6349739001857,-2471.470165112526,-2471.665649223069,-2471.6983619727116,-2471.7330774544807,-2471.7697698284373,-2471.8082858885846,-2471.849001805548,-2471.891606516184,-2471.9360229633435,-2471.9822947634398,-2472.0295650313146,-2472.865114684959,-2472.737719284874,-2471.7959078080526,-2472.6759695894775,-2472.615437181249,-2472.5561816887857,-2472.498108470438,-2472.4412140291915,-2472.385485543846,-2472.3309768065296,-2472.8007516455273,-2472.2775416845025,-2472.2244509746897,-2472.172973425799,-2472.1224987078654,-2472.0728982477044,-2472.0244958087815,-2471.976990461638,-2471.930414516853,-2471.88471695477,-2471.8398768446236
fe/3/fe_3_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_cs-C-0-0_6_HS,-3506.501623781385,-3506.5755647485435,-3507.446351248036,-3506.614460420302,-3506.654573471498,-3506.6958628359203,-3506.7383072116604,-3506.7818867330043,-3506.8265829675465,-3506.8723851076193,-3506.5379318576584,-3506.919283845945,-3506.967274621257,-3507.016273742808,-3507.066497613348,-3507.11776183763,-3507.17005559565,-3507.2233624381875,-3507.2776905508413,-3507.3329931007706,-3507.389225683994,-3508.088772154498,-3508.0002000052727,-3507.315771306644,-3507.956955072343,-3507.9143744891226,-3507.872440398912,-3507.8311376834636,-3507.7904577550125,-3507.7503891331,-3507.710925627957,-3508.044130025354,-3507.672062958229,-3507.633799638304,-3507.596082915855,-3507.559053729583,-3507.522547855213,-3507.486710047413,-3507.4514262026114,-3507.4167095585103,-3507.38254325591,-3507.3489042280507
fe/3/fe_3_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_phosphine-P-0-0_cs-C-0-0_cs-C-0-0_6_LS,-3506.530672176768,-3506.582758582693,-3507.3323079388338,-3506.6116525435605,-3506.6425124284433,-3506.675584079699,-3506.7101468294336,-3506.7466326643303,-3506.7855305304033,-3506.824734126824,-3506.555714014391,-3506.8653225540843,-3506.906915999893,-3506.949943468635,-3506.9941735534157,-3507.0395444938754,-3507.085953703335,-3507.13337794488,-3507.1817705263147,-3507.2310818290484,-3507.2812721314413,-3508.101925692965,-3507.9942664725613,-3507.2054578714765,-3507.9411671267762,-3507.890984453792,-3507.8423005308937,-3507.794788059079,-3507.7474871807294,-3507.701636038746,-3507.6567874506736,-3508.0481619798657,-3507.612563385865,-3507.569330206388,-3507.526738729352,-3507.4846551203573,-3507.4431462769444,-3507.401713503861,-3507.3614086310145,-3507.321654053235,-3507.2825121588257,-3507.243774000333
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_phosphine-P-0-0_pyridine-N-3-0_phosphine-P-0-0_6_HS,-2940.865880153122,-2940.917881503598,-2941.750736995523,-2940.9475010475335,-2940.9793728477916,-2941.013399137265,-2941.049530724286,-2941.087712686076,-2941.1278962427014,-2941.1700401860285,-2940.890588885704,-2941.2139805877023,-2941.260036373794,-2941.3078232016387,-2941.357385578642,-2941.4086995994326,-2941.4617147449826,-2941.516384181732,-2941.5726629272244,-2941.6305080020297,-2941.689878726561,-2942.4478836897847,-2942.3335643508954,-2941.492571830579,-2942.2782471231494,-2942.224086863909,-2942.1710739902155,-2942.1191443202974,-2942.0682847450435,-2942.0184673979757,-2941.969667370644,-2942.390093614848,-2941.921770593825,-2941.8749906073253,-2941.829114315664,-2941.7841029709775,-2941.7400348709816,-2941.6967983507056,-2941.654382275191,-2941.61279500476,-2941.5719687381015,-2941.531911587309
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_phosphine-P-0-0_pyridine-N-3-0_phosphine-P-0-0_6_LS,-2940.8627475579187,-2940.898095692654,-2941.6105308445426,-2940.919752576417,-2940.9437647239283,-2940.9702000263505,-2940.998811825513,-2941.029578433588,-2941.0624439208627,-2941.0973784673847,-2940.8789902211533,-2941.134385368149,-2941.17363656743,-2941.2147376782036,-2941.25787261494,-2941.3025212688426,-2941.350027685746,-2941.397032863804,-2941.448323423876,-2941.500594704018,-2941.5547187131874,-2942.4381918609106,-2942.311073534511,-2941.354991476012,-2942.249433008407,-2942.1870925096423,-2942.127887504101,-2942.067972697091,-2942.0106273207443,-2941.9547312363193,-2941.8995025517424,-2942.3739621025607,-2941.845301646626,-2941.792089343775,-2941.739829182352,-2941.688011430604,-2941.6381424299275,-2941.5885364301407,-2941.540187414354,-2941.492624454989,-2941.445915237656,-2941.400044978794
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_cs-C-0-0_cs-C-0-0_6_HS,-3126.975459503278,-3127.021829719972,-3127.8155451509406,-3127.048847572737,-3127.078230608494,-3127.1098673549345,-3127.1436922547714,-3127.17962944713,-3127.217617362768,-3127.257602405102,-3126.997312606529,-3127.299533449606,-3127.3432773177447,-3127.389028391255,-3127.436506103035,-3127.4856837732323,-3127.536672164958,-3127.5892768489202,-3127.643501453629,-3127.6993130766996,-3127.7566723670866,-3128.6362592547453,-3128.5113779237054,-3127.583225457021,-3128.4509417345816,-3128.3917490148256,-3128.3337449637256,-3128.2768933600178,-3128.221151060185,-3128.166483094355,-3128.1128565798467,-3128.573128753904,-3128.0601657083776,-3128.0085744195753,-3127.957913140816,-3127.908115932157,-3127.859261051057,-3127.8112397291484,-3127.764069054459,-3127.7176891360687,-3127.672120543703,-3127.627299148729
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_cs-C-0-0_cs-C-0-0_6_LS,-3126.9930221771324,-3127.0097876630043,-3127.6605492946624,-3127.027135430975,-3127.047089560593,-3127.0695222841755,-3127.0943466483554,-3127.121510087972,-3127.151036045396,-3127.18270911932,-3126.995259940454,-3127.2161272754533,-3127.2518388864214,-3127.2891191140207,-3127.3288566291144,-3127.370563608262,-3127.4140474187975,-3127.4597726246584,-3127.507262807791,-3127.5566147214017,-3127.607746259418,-3128.631989416981,-3128.4902981418836,-3127.423173419359,-3128.4212828870322,-3128.353665090053,-3128.2875781362236,-3128.2222482309367,-3128.1584550691036,-3128.09588178804,-3128.03407110597,-3128.560606512139,-3127.9736753074003,-3127.9143677247953,-3127.856123627014,-3127.7989374501262,-3127.742689694877,-3127.687313369748,-3127.631898775131,-3127.578496774698,-3127.525891765726,-3127.4741197164344
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_6_HS,-2407.2329895963367,-2407.257705976284,-2407.8376247605665,-2407.273500228927,-2407.2915133997976,-2407.3116987289113,-2407.33400113421,-2407.3583628145316,-2407.384726414973,-2407.413034715037,-2407.244190445812,-2407.443230621167,-2407.475182599244,-2407.5090568142546,-2407.544585021732,-2407.5817858092955,-2407.620611548127,-2407.661016809113,-2407.7029589860576,-2407.746398373092,-2407.7912982106304,-2408.539332524827,-2408.428586557112,-2407.6182572178773,-2408.3750539258035,-2408.3226998932555,-2408.271506703295,-2408.221419087558,-2408.1724079395913,-2408.1244372291103,-2408.0774721049943,-2408.4833341458943,-2408.0314098465437,-2407.986394424161,-2407.9422527473066,-2407.898981217973,-2407.856553057232,-2407.8149415378793,-2407.7741199419743,-2407.7340636190715,-2407.69474877477,-2407.656153547317
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_hydroxyl-O-0-d1_hydroxyl-O-0-d1_6_LS,-2407.228407672059,-2407.2350352107646,-2407.686048957263,-2407.242122137825,-2407.2516552309207,-2407.2638690859067,-2407.2778941299584,-2407.294408026473,-2407.3130900796837,-2407.333947065737,-2407.2302180359993,-2407.35658551565,-2407.3811600623417,-2407.4078280376043,-2407.4363969077217,-2407.4668360388405,-2407.498974538702,-2407.533196165911,-2407.5689956685064,-2407.606421901368,-2407.6454456808533,-2408.5264638509157,-2408.4000512110797,-2407.460972544085,-2408.3391049535403,-2408.27897617825,-2408.220346956984,-2408.1627983616117,-2408.10627324849,-2408.050825834616,-2407.9964176630683,-2408.4625694984497,-2407.943058488727,-2407.8906867949745,-2407.839300342442,-2407.7886324749275,-2407.739077219931,-2407.690451628902,-2407.642903378285,-2407.5961684372814,-2407.550334734738,-2407.5052682145556
fe/3/fe_3_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_pyridine-N-3-0_carbonyl-C-0-0_6_HS,-2616.2153183853893,-2616.2452032425335,-2616.9232284913387,-2616.2642310889205,-2616.2858046570195,-2616.3098169725063,-2616.336209945498,-2616.3649125687944,-2616.3958609722104,-2616.4289986747567,-2616.2287773321473,-2616.4641559040297,-2616.5016190285287,-2616.54094915437,-2616.582363702518,-2616.625651222559,-2616.670815609105,-2616.7178109667816,-2616.766591301964,-2616.817113825199,-2616.8693386061022,-2617.7027260289256,-2617.5772883398963,-2616.658434295319,-2617.516659893169,-2617.4573527186167,-2617.399337094058,-2617.342549126485,-2617.2869614139686,-2617.2325363148584,-2617.17923994461,-2617.6392943065207,-2617.1269681272715,-2617.0758784832437,-2617.025788988473,-2616.976655312578,-2616.928543460342,-2616.8813337389133,-2616.8350516973223,-2616.789632828851,-2616.745085806717,-2616.7013542392488
